TEST099,,
0004004,,
1937126,Spring/Summer,15
1937127,Spring/Summer,15
1952133,Spring/Summer,15
1952137,Spring/Summer,15
1952144,Spring/Summer,15
1952145,Spring/Summer,15
1952146,Spring/Summer,15
1952153,Spring/Summer,15
1952154,Spring/Summer,15
1971026,Spring/Summer,15
1972023,Spring/Summer,15
1973023,Spring/Summer,15
1974023,Spring/Summer,15
1993008,Spring/Summer,15
1994008,Spring/Summer,15
2007024,Spring/Summer,15
2009018,Spring/Summer,15
2010024,Spring/Summer,15
2023025,Spring/Summer,15
2072055,Spring/Summer,15
2074022,Spring/Summer,15
2080035,Spring/Summer,15
2081032,Spring/Summer,15
2089042,Spring/Summer,15
2121031,Spring/Summer,15
2121035,Spring/Summer,15
2129017,Spring/Summer,15
2149035,Spring/Summer,15
2149036,Spring/Summer,15
2191014,Spring/Summer,15
2203007,Spring/Summer,15
2233029,Spring/Summer,15
2234029,Spring/Summer,15
2235023,Spring/Summer,15
2236026,Spring/Summer,15
2242022,Spring/Summer,15
2274018,Spring/Summer,15
2275018,Spring/Summer,15
2281012,Spring/Summer,15
2282017,Spring/Summer,15
2329020,Spring/Summer,15
2329021,Spring/Summer,15
2331016,Spring/Summer,15
2332021,Spring/Summer,15
2337009,Spring/Summer,15
2347011,Spring/Summer,15
2355032,Spring/Summer,15
2372005,Spring/Summer,15
2379090,Spring/Summer,15
2379091,Spring/Summer,15
2379112,Spring/Summer,15
2379113,Spring/Summer,15
2379114,Spring/Summer,15
2379115,Spring/Summer,15
2382064,Spring/Summer,15
2382065,Spring/Summer,15
2382066,Spring/Summer,15
2382067,Spring/Summer,15
2382083,Spring/Summer,15
2383060,Spring/Summer,15
2383061,Spring/Summer,15
2383062,Spring/Summer,15
2383063,Spring/Summer,15
2383081,Spring/Summer,15
2384008,Spring/Summer,15
2397017,Spring/Summer,15
2402018,Spring/Summer,15
2433002,Spring/Summer,15
2438004,Spring/Summer,15
2469022,Spring/Summer,15
2502022,Spring/Summer,15
2520009,Spring/Summer,15
2523011,Spring/Summer,15
2531075,Spring/Summer,15
2531077,Spring/Summer,15
2531078,Spring/Summer,15
2544021,Spring/Summer,15
2544026,Spring/Summer,15
2544027,Spring/Summer,15
2564033,Spring/Summer,15
2564034,Spring/Summer,15
2565022,Spring/Summer,15
2570006,Spring/Summer,15
2591003,Spring/Summer,15
2621012,Spring/Summer,15
2648011,Spring/Summer,15
2649006,Spring/Summer,15
2674015,Spring/Summer,15
2675009,Spring/Summer,15
2676007,Spring/Summer,15
2680009,Spring/Summer,15
2681012,Spring/Summer,15
2682009,Spring/Summer,15
2690015,Spring/Summer,15
2699021,Spring/Summer,15
2699022,Spring/Summer,15
2700022,Spring/Summer,15
2700023,Spring/Summer,15
2705013,Spring/Summer,15
2706005,Spring/Summer,15
2741003,Spring/Summer,15
2748011,Spring/Summer,15
2749007,Spring/Summer,15
2752006,Spring/Summer,15
2756008,Spring/Summer,15
2757008,Spring/Summer,15
2796006,Spring/Summer,15
2799012,Spring/Summer,15
2810023,Spring/Summer,15
2810024,Spring/Summer,15
2830008,Spring/Summer,15
2832004,Spring/Summer,15
2844016,Spring/Summer,15
2844017,Spring/Summer,15
2844030,Spring/Summer,15
2844031,Spring/Summer,15
2845011,Spring/Summer,15
2845012,Spring/Summer,15
2845013,Spring/Summer,15
2846010,Spring/Summer,15
2846014,Spring/Summer,15
2853010,Spring/Summer,15
2854006,Spring/Summer,15
2855006,Spring/Summer,15
2856003,Spring/Summer,15
2857003,Spring/Summer,15
2858003,Spring/Summer,15
2875019,Spring/Summer,15
2875020,Spring/Summer,15
2875023,Spring/Summer,15
2904020,Spring/Summer,15
2912003,Spring/Summer,15
2916004,Spring/Summer,15
2921026,Spring/Summer,15
2921027,Spring/Summer,15
2921032,Spring/Summer,15
2921033,Spring/Summer,15
2921058,Spring/Summer,15
2923006,Spring/Summer,15
2924002,Spring/Summer,15
2927007,Spring/Summer,15
2930005,Spring/Summer,15
2942011,Spring/Summer,15
2942015,Spring/Summer,15
2942027,Spring/Summer,15
2943007,Spring/Summer,15
2943008,Spring/Summer,15
2944006,Spring/Summer,15
2956004,Spring/Summer,15
2957002,Spring/Summer,15
2966015,Spring/Summer,15
3006001,Spring/Summer,15
3030005,Spring/Summer,15
3033004,Spring/Summer,15
3034004,Spring/Summer,15
3035003,Spring/Summer,15
3036003,Spring/Summer,15
3039001,Spring/Summer,15
3042001,Spring/Summer,15
3043005,Spring/Summer,15
3080005,Spring/Summer,15
3080013,Spring/Summer,15
3086002,Spring/Summer,15
3105001,Spring/Summer,15
3120001,Spring/Summer,15
3121001,Spring/Summer,15
3124001,Winter,15
9999999,,
TEST004,Fall,14
TEST005,Winter,15
TEST006,Winter,15
TEST007,Winter,15
TEST008,Spring/Summer,15
TEST009,Winter,15
TEST010,Winter,15
TEST011,Winter,15
TEST012,Winter,15
TEST015,,
TEST099,,
0007007,,
TEST998,,
